Category,Key,English,Korean,Notes
,Chipped Sword,Chipped Sword,이 나간 검, WARNING: AUTO-TRANSLATION #####################################################
,Crab Cactus,Crab Cactus,게 선인장, WARNING: AUTO-TRANSLATION #####################################################
,Vorpal Blade,Vorpal Blade,듬팍한 칼날, WARNING: AUTO-TRANSLATION #####################################################
,Vorpal Blade2,It goes snicker-snack!,석쓱쓱덕 휘납니다!, WARNING: AUTO-TRANSLATION #####################################################
,Bayou Club,Bayou Club,늪 몽둥이, WARNING: AUTO-TRANSLATION #####################################################
,Book of Nightmares,Book of Nightmares,악몽의 책, WARNING: AUTO-TRANSLATION #####################################################
,Dew Drop Blade,Dew Drop Blade,이슬방울 칼날, WARNING: AUTO-TRANSLATION #####################################################
,Green Candle,Green Candle,녹색 양초, WARNING: AUTO-TRANSLATION #####################################################
,Jar Carving,Jar Carving,불쾌한 인각, WARNING: AUTO-TRANSLATION #####################################################
,Mask of Secrets,Mask of Secrets,비밀의 가면, WARNING: AUTO-TRANSLATION #####################################################
,Ring of Dreams,Ring of Dreams,꿈의 반지, WARNING: AUTO-TRANSLATION #####################################################
,Spiky Carving,Spiky Carving,가시의 인각, WARNING: AUTO-TRANSLATION #####################################################
,Spiral Lance,Spiral Lance,나선 랜스, WARNING: AUTO-TRANSLATION #####################################################
,Thorn Shiv,Thorn Shiv,가시 단도, WARNING: AUTO-TRANSLATION #####################################################
,Tree Shield,Tree Shield,나무 방패, WARNING: AUTO-TRANSLATION #####################################################
,Vine Wand,Vine Wand,덩굴 방패, WARNING: AUTO-TRANSLATION #####################################################
,Venom Sword,Venom Sword,맹독 검, WARNING: AUTO-TRANSLATION #####################################################
,Venom Sword2,physician heal thyself,치료자여 본인이나 치료하라, WARNING: AUTO-TRANSLATION #####################################################
,Gem of Anna,Gem of Anna,안나의 보석, WARNING: AUTO-TRANSLATION #####################################################
,Spare Glasses,Spare Glasses,예비 안경, WARNING: AUTO-TRANSLATION #####################################################
,Spare Glasses2,I can't see without my glasses,안경이 없으면 앞이 안 보여요, WARNING: AUTO-TRANSLATION #####################################################
,Daisy Blade,Daisy Blade,데이지 블레이드, WARNING: AUTO-TRANSLATION #####################################################
,Spoiled Milk,Spoiled Milk,썩은 우유, WARNING: ENGLISH PLACEHOLDER #####################################################
,Frog Hat,Frog Hat,개구리 모자, WARNING: ENGLISH PLACEHOLDER #####################################################
,Electric Ring,Electric Ring,전기 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Organized List,Organized List,정리된 목록, WARNING: ENGLISH PLACEHOLDER #####################################################
,Flowering Arrow,Flowering Arrow,꽃피는 화살, WARNING: ENGLISH PLACEHOLDER #####################################################
,Unstable Mana,Unstable Mana,불안정한 마나, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dark Lady's Potion,Dark Lady's Potion,어두운 여인의 물약, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dark Lady's Potion2,This potion holds dark secrets,어두운 비밀이 담긴 물약입니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Matchbook,Matchbook,성냥첩, WARNING: ENGLISH PLACEHOLDER #####################################################
,Violin,Violin,바이올린, WARNING: ENGLISH PLACEHOLDER #####################################################
,Guitar,Guitar,기타, WARNING: ENGLISH PLACEHOLDER #####################################################
,Horn,Horn,호른, WARNING: ENGLISH PLACEHOLDER #####################################################
,Clarinet,Clarinet,클라리넷, WARNING: ENGLISH PLACEHOLDER #####################################################
,Oboe,Oboe,오보에, WARNING: ENGLISH PLACEHOLDER #####################################################
,Saxophone,Saxophone,색소폰, WARNING: ENGLISH PLACEHOLDER #####################################################
,Toy Piano,Toy Piano,장난감 피아노, WARNING: ENGLISH PLACEHOLDER #####################################################
,Triangle,Triangle,트라이앵글, WARNING: ENGLISH PLACEHOLDER #####################################################
,Harp,Harp,하프, WARNING: ENGLISH PLACEHOLDER #####################################################
,Lute,Lute,류트, WARNING: ENGLISH PLACEHOLDER #####################################################
,Classic Guitar,Classic Guitar,클래식 기타, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tuning Fork,Tuning Fork,소리굽쇠, WARNING: ENGLISH PLACEHOLDER #####################################################
,metronome,metronome,메트로놈, WARNING: ENGLISH PLACEHOLDER #####################################################
,Sheet Music,Sheet Music,악보, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pouch,Pouch,가방, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pouch1,Store things inside! They can't be used though!,안에 물건들을 저장할 수 있습니다! 전투 중에는 열 수 없습니다, WARNING: ENGLISH PLACEHOLDER ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,Cymbals,Cymbals,심벌즈, WARNING: ENGLISH PLACEHOLDER #####################################################
,King's Shield,King's Shield,왕의 방패, WARNING: ENGLISH PLACEHOLDER #####################################################
,Drum Kit,Drum Kit,드럼 키트, WARNING: ENGLISH PLACEHOLDER #####################################################
,Snare Drum,Snare Drum,스네어 드럼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bongos,Bongos,봉고, WARNING: ENGLISH PLACEHOLDER #####################################################
,Drum Sticks,Drum Sticks,드럼 스틱, WARNING: ENGLISH PLACEHOLDER #####################################################
,Flute,Flute,플루트, WARNING: ENGLISH PLACEHOLDER #####################################################
,Satchel's Flute,Satchel's Flute,사첼의 플루트, WARNING: ENGLISH PLACEHOLDER #####################################################
,Trumpet,Trumpet,트럼펫, WARNING: ENGLISH PLACEHOLDER #####################################################
,Toad's Hammer,Toad's Hammer,두꺼비의 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Claw Hammer,Claw Hammer,손톱 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ball Hammer,Ball Hammer,공 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Gerbil Hammer,Gerbil Hammer,게르빌루스 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Crow Hammer,Crow Hammer,까마귀 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Crow Hammer2,"This song must not cease, as like treasure it controls this world",보물처럼 세상을 움직이는 이 노래는 멈춰서는 안 된다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Flame Hammer,Flame Hammer,화염 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Monad's Mjolnir,Monad's Mjolnir,단자의 묠니르, WARNING: ENGLISH PLACEHOLDER #####################################################
,Monad's Mjolnir2,In that chamber they both changed,그 방에서 그 둘은 바뀌었다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tinner's Hammer,Tinner's Hammer,광부의 망치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Warhammer,Warhammer,워해머, WARNING: ENGLISH PLACEHOLDER #####################################################
,Column Chain Star,Column Chain Star,열 사슬 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Row Chain Star,Row Chain Star,행 사슬 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Love Potion,Love Potion,사랑의 물약, WARNING: ENGLISH PLACEHOLDER #####################################################
,Love Potion2,"O Romemole, Romemole, wherefore art thou Romemole?","오 로미오, 로미오, 당신은 어디에 있나요, 로미오?", WARNING: ENGLISH PLACEHOLDER #####################################################
,Feather Shiv,Feather Shiv,깃털 단도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Talon Shiv,Talon Shiv,발톱 단도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Throwing Star,Throwing Star,표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Robin's Bow,Robin's Bow,울새의 활, WARNING: ENGLISH PLACEHOLDER #####################################################
,Scythe,Scythe,낫, WARNING: ENGLISH PLACEHOLDER #####################################################
,Winged Helmet,Winged Helmet,날개 달린 투구, WARNING: ENGLISH PLACEHOLDER #####################################################
,sai,sai ,쌍차, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bird Arrow,Bird Arrow,새 화살, WARNING: ENGLISH PLACEHOLDER #####################################################
,Talon Boots,Talon Boots,발톱 신발, WARNING: ENGLISH PLACEHOLDER #####################################################
,Climbing Glove Left,Climbing Glove Left,왼쪽 등반 장갑, WARNING: ENGLISH PLACEHOLDER #####################################################
,Climbing Glove Right,Climbing Glove Right,오른쪽 등반 장갑, WARNING: ENGLISH PLACEHOLDER #####################################################
,Feather Armor,Feather Armor,깃털 갑옷, WARNING: ENGLISH PLACEHOLDER #####################################################
,Musical Gem,Musical Gem,음악의 보석, WARNING: ENGLISH PLACEHOLDER #####################################################
,Copy Star,Copy Star,모방 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Fire Star,Fire Star,화염 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Golden Shuriken,Golden Star,황금 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ninja Shuriken,Ninja Star,닌자 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Poison Shuriken,Poison Star,독 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Stacking Star,Stacking Star,중첩의 표창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bag of Shurikens,Bag of Shurikens,표창 가방, WARNING: ENGLISH PLACEHOLDER #####################################################
,Magic Star Bag,Magic Star Bag,마법 표창 가방, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ninja Bag,Ninja Bag,닌자 가방, WARNING: ENGLISH PLACEHOLDER #####################################################
,Shuriken Forge,Shuriken Forge,표창 제련소, WARNING: ENGLISH PLACEHOLDER #####################################################
,Velvet Bag,Velvet Bag,벨벳 가방, WARNING: ENGLISH PLACEHOLDER #####################################################
,Lucky Star,Lucky Star,럭키 스타, WARNING: ENGLISH PLACEHOLDER #####################################################
,Alpha Shuriken,Alpha Star,알파 스타, WARNING: ENGLISH PLACEHOLDER #####################################################
,Vermillion Energy,Vermilion Energy,주홍색 에너지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dad's Ring,Dad's Ring,아빠의 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Robin's Wand,Robin's Wand,울새의 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Wing Crest Shield,Wing Crest Shield,날개 문양 방패, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pumpkin,Pumpkin,호박, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy,Candy,사탕, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy Pail,Candy Pail,사탕 통, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy Pail1,Can only hold Scary items!,무서운 아이템만 보관할 수 있습니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,Fangs,Fangs,송곳니, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy Corn,Candy Corn,옥수수 사탕, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy Corn Blade,Candy Corn Blade,옥수수 사탕 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Horns,Horns,뿔, WARNING: ENGLISH PLACEHOLDER #####################################################
,Toy Machete,Toy Machete,장난감 마체테, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy Apple,Candy Apple,사탕사과, WARNING: ENGLISH PLACEHOLDER #####################################################
,Aged Shield,Aged Shield,오래된 방패, WARNING: ENGLISH PLACEHOLDER #####################################################
,Apprentice Staff,Apprentice Staff,견습 스태프, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spellblade's Ring,Spellblade's Ring,마검 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Battle Ring,Battle Ring,전투의 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Warrior's Ring,Warrior's Ring,용사의 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Fire Arrow,Fire Arrow,불화살, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pins Buckler,Pins Buckler,핀 버클러, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pins Buckler2,"What is your pleasure, sir?",당신의 취향은 무엇입니까?, WARNING: ENGLISH PLACEHOLDER #####################################################
,Hockey Mask,Hockey Mask,하키 마스크, WARNING: ENGLISH PLACEHOLDER #####################################################
,Hockey Mask2,Found at the bottom of a campside lake,캠프장 강가에서 발견됩니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dark Wand,Dark Wand,어둠의 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Marching Whistle,Marching Whistle,행군 호루라기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Golden Whistle,Golden Whistle,황금 호루라기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Leadership Whistle,Leadership Whistle,리더쉽 호루라기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tasty Morsel,Tasty Morsel,맛있는 음식, WARNING: ENGLISH PLACEHOLDER #####################################################
,Revive Potion,Revive Potion,부활의 물약, WARNING: ENGLISH PLACEHOLDER #####################################################
,Big Revive Potion,Big Revive Potion,중형 부활의 물약, WARNING: ENGLISH PLACEHOLDER #####################################################
,Huge Revive Potion,Huge Revive Potion,대형 부활의 물약, WARNING: ENGLISH PLACEHOLDER #####################################################
,Effigy,Effigy,인형, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bolas,Bolas,볼라, WARNING: ENGLISH PLACEHOLDER #####################################################
,Grapple,Grapple,갈고리, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spirit Book,Spirit Book,영혼의 책, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tattered Collar,Tattered Collar,만신창이 목걸이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tattered Collar2,These claws don't retract,이 발톱은 숨길 수 없습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Protector stone,Protector stone,파수석, WARNING: ENGLISH PLACEHOLDER #####################################################
,Wild Buckler,Wild Buckler,거친 버클러, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tribal Dart Gun,Tribal Dart Gun,부족 침 발사기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dart Gun,Dart Gun,침 발사기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Darts,Darts,침, WARNING: ENGLISH PLACEHOLDER #####################################################
,Golden Darts,Golden Darts,황금 침, WARNING: ENGLISH PLACEHOLDER #####################################################
,Poison Darts,Poison Darts,독침, WARNING: ENGLISH PLACEHOLDER #####################################################
,Friendship Ring,Friendship Ring,우정의 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Hand Axe,Hand Axe,손도끼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Poultice,Poultice,찜질제, WARNING: ENGLISH PLACEHOLDER #####################################################
,Sacrificial Dagger,Sacrificial Dagger,희생용 단검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Totem,Totem,토템, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tribal Axe,Tribal Axe,부족 도끼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tribal Spear,Tribal Spear,부족 창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Candy Cane Blade,Candy Cane Blade,지팡이 사탕 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Mistletoe,Mistletoe,겨우살이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bells,Bells,종, WARNING: ENGLISH PLACEHOLDER #####################################################
,Winter Hat,Winter Hat,겨울 모자, WARNING: ENGLISH PLACEHOLDER #####################################################
,Unity Candles,Unity Candles,통합 양초, WARNING: ENGLISH PLACEHOLDER #####################################################
,Holly,Holly,호랑가시나무, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tinsel,Tinsel,반짝이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Tinsel2,A festive attitude is the best defense,활기찬 축제 분위기가 최고의 방어입니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spinning Top,Spinning Top,팽이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Gingerbread Rat,Gingerbread Rat,진저브레드 쥐, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ornament,Ornament,오너먼트, WARNING: ENGLISH PLACEHOLDER #####################################################
,Winter Headband,Winter Headband,겨울 머리띠, WARNING: ENGLISH PLACEHOLDER #####################################################
,Present1,Keep it until you find someone who needs a gift!,선물이 필요한 누군가를 찾기 전까지 가지고 계세요!, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ace Cleaver,Ace Cleaver,에이스 중식도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Heart Cleaver,Heart Cleaver,하트 중식도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Club Cleaver,Club Cleaver,클럽 중식도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Diamond Cleaver,Diamond Cleaver,다이아몬드 중식도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spade Cleaver,Spade Cleaver,스페이드 중식도, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ember Shard,Ember Shard,불 조각, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ember Shard2,"He will win, who knows when to fight and when to not fight",싸움을 걸 때를 잘 아는 사람이 이길 것입니다., WARNING: ENGLISH PLACEHOLDER #####################################################
,Salami,Salami,살라미, WARNING: ENGLISH PLACEHOLDER #####################################################
,Shove Shield,Shove Shield,삽방패, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bee Sting Blade,Bee Sting Blade,벌침 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Panic Ring,Panic Ring,패닉 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Cutting Board,Cutting Board,도마, WARNING: ENGLISH PLACEHOLDER #####################################################
,Life Force Necklace,Life Force Necklace,생명의 목걸이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Greaves,Greaves,정강이받이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Swamp Buckler,Swamp Buckler,늪 버클러, WARNING: ENGLISH PLACEHOLDER #####################################################
,Amethyste Buckler,Amethyst Buckler,자수정 버클러, WARNING: ENGLISH PLACEHOLDER ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,Fire Wand,Fire Wand,화염 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Metallic Mask,Metallic Mask,철가면, WARNING: ENGLISH PLACEHOLDER #####################################################
,Top Hat,Top Hat,탑 햇, WARNING: ENGLISH PLACEHOLDER #####################################################
,Flowers,Flowers,꽃다발, WARNING: ENGLISH PLACEHOLDER #####################################################
,Electric Guitar,Electric Guitar,일렉트릭 기타, WARNING: ENGLISH PLACEHOLDER #####################################################
,Test Item,testItem2,테스트아이템2, WARNING: ENGLISH PLACEHOLDER #####################################################
,Test Item1,yah yah food block population treasure material,"야 야, 음식 블록, 인구, 보물, 자원", WARNING: ENGLISH PLACEHOLDER #####################################################
,Green Heart,Green Heart,초록 심장, WARNING: ENGLISH PLACEHOLDER #####################################################
,Despair,Despair,절망, WARNING: ENGLISH PLACEHOLDER #####################################################
,Willow Shield,Willow Shield,버드나무 방패, WARNING: ENGLISH PLACEHOLDER #####################################################
,Druid Staff,Druid Staff,드루이드 스태프, WARNING: ENGLISH PLACEHOLDER #####################################################
,Druid Wand,Druid Wand,드루이드 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Lifeforce Wand,Lifeforce Wand,생명력 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Energy Stick,Energy Stick,에너지 스틱, WARNING: ENGLISH PLACEHOLDER #####################################################
,Reeds,Reeds,갈대, WARNING: ENGLISH PLACEHOLDER #####################################################
,Illusory Tape,Illusory Tape,현혹의 테이프, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bone Lance,Bone Lance,뼈 랜스, WARNING: ENGLISH PLACEHOLDER #####################################################
,Swamp Bangle,Swamp Bangle,늪 팔찌, WARNING: ENGLISH PLACEHOLDER #####################################################
,Daughter's Blade,Daughter's Blade,딸의 칼날, WARNING: ENGLISH PLACEHOLDER #####################################################
,Mother's Blade,Mother's Blade,어머니의 칼날, WARNING: ENGLISH PLACEHOLDER #####################################################
,Magic Syrup,Magic Syrup,마법 시럽, WARNING: ENGLISH PLACEHOLDER #####################################################
,Propagate Jar,Propagate Jar,전파 용기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Propagation Station,Propagation Station,전파소, WARNING: ENGLISH PLACEHOLDER #####################################################
,Unstable Sword,Unstable Sword,불안정한 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Enoki Mushrooms,Enoki Mushrooms,팽이버섯, WARNING: ENGLISH PLACEHOLDER #####################################################
,Shiitake Mushroom,Shiitake Mushroom,표고버섯, WARNING: ENGLISH PLACEHOLDER #####################################################
,Amanita Mushroom,Amanita Mushroom,광대버섯, WARNING: ENGLISH PLACEHOLDER #####################################################
,Briar Dagger,Briar Dagger,들장미 단검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Distiller,Distiller,증류기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Oak Stump,Oak Stump,참나무 그루터기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Gem Carving,Gem Carving,보석 인각, WARNING: ENGLISH PLACEHOLDER #####################################################
,Love Letter,Love Letter,러브레터, WARNING: ENGLISH PLACEHOLDER #####################################################
,Love Letter2,There are things within this letter that you could never repeat.,다시는 되돌릴 수 없는 내용이 담긴 편지입니다., WARNING: ENGLISH PLACEHOLDER #####################################################
,Lover's Reply,Lover's Reply,연인의 답장, WARNING: ENGLISH PLACEHOLDER #####################################################
,Lover's Reply2,This letter is even worse! Wow! Squirreliette!,이 편지는 더 심합니다! 와! 스쿼럴리엣이네요!, WARNING: ENGLISH PLACEHOLDER #####################################################
,Lover's Proposal,Lover's Proposal,연인의 프러포즈, WARNING: ENGLISH PLACEHOLDER #####################################################
,Lover's Proposal2,"After the last two, you aren't even looking this time!",지난 편지를 봤더니 보고 싶지도 않습니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,lovers' quarrel,lovers' quarrel,연인의 다툼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Banner Shield,Banner Shield,배너 방패, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pinecone,Pinecone,솔방울, WARNING: ENGLISH PLACEHOLDER #####################################################
,Flow Bow,Flow Bow,흐르는 활, WARNING: ENGLISH PLACEHOLDER #####################################################
,Rose Arrow,Rose Arrow,장미 화살, WARNING: ENGLISH PLACEHOLDER #####################################################
,Sister Spear,Sister Spear,자매 창, WARNING: ENGLISH PLACEHOLDER #####################################################
,Toadstool Sword,Toadstool Sword,두꺼비 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ethereal Quiver,Ethereal Quiver,천상의 화살통, WARNING: ENGLISH PLACEHOLDER #####################################################
,Crystal Sap,Crystal Sap,수정 수액, WARNING: ENGLISH PLACEHOLDER #####################################################
,Gem Sap,Gem Sap,보석 수액, WARNING: ENGLISH PLACEHOLDER #####################################################
,Root Sap,Root Sap,뿌리 수액, WARNING: ENGLISH PLACEHOLDER #####################################################
,Mushroom Axe,Mushroom Axe,버섯 도끼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Mushroom Wand,Mushroom Wand,버섯 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Chantrelle,Chantrelle,샹트렐, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spirit Bolt,Spirit Bolt,스피릿 볼트, WARNING: ENGLISH PLACEHOLDER #####################################################
,Mossy Brick,Mossy Brick,이끼 낀 벽돌, WARNING: ENGLISH PLACEHOLDER #####################################################
,Oak Hatchet,Oak Hatchet,참나무 손도끼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Cosmic Crossbow,Cosmic Crossbow,우주 쇠뇌, WARNING: ENGLISH PLACEHOLDER #####################################################
,Quick Read,Quick Read,속독, WARNING: ENGLISH PLACEHOLDER #####################################################
,Daughter's Diary,Daughter's Diary,딸의 일기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Daughter's Diary2,It's personal,개인적인 내용입니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dark Ledger,Dark Ledger,어둠의 장부, WARNING: ENGLISH PLACEHOLDER #####################################################
,Crystal Dragonfly,Crystal Dragonfly,수정 잠자리, WARNING: ENGLISH PLACEHOLDER #####################################################
,Red Hourglass,Red Hourglass,빨간색 모래시계, WARNING: ENGLISH PLACEHOLDER #####################################################
,Reverse Hourglass,Reverse Hourglass,반대 모래시계, WARNING: ENGLISH PLACEHOLDER #####################################################
,Reverse Hourglass1,"If your hand is empty, draw a new carving",손이 비었다면 새 인각을 얻습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,Cracked Bottle,Cracked Bottle,깨진 병, WARNING: ENGLISH PLACEHOLDER #####################################################
,Cracked Bottle1,Toss adds additional damage for each carving in your backpack,토스가 가방에 있는 인각 하나마다 추가 피해를 입힙니다., WARNING: ENGLISH PLACEHOLDER #####################################################
,Vine Sap,Vine Sap,덩굴 수액, WARNING: ENGLISH PLACEHOLDER #####################################################
,Acorn Sap,Acorn Sap,도토리 수액, WARNING: ENGLISH PLACEHOLDER #####################################################
,Blue Candle,Blue Candle,파란색 양초, WARNING: ENGLISH PLACEHOLDER #####################################################
,Wiz Buckler,Wiz Buckler,마법 버클러, WARNING: ENGLISH PLACEHOLDER #####################################################
,Milk Cap,Milk Cap,우유 뚜껑, WARNING: ENGLISH PLACEHOLDER #####################################################
,Wasp Honey,Wasp Honey,말벌 꿀, WARNING: ENGLISH PLACEHOLDER #####################################################
,Gambler Toad,Gambler Toad,도박사 두꺼비, WARNING: ENGLISH PLACEHOLDER #####################################################
,Gambler Toad1,"If your backpack is full, toss damage doubled",가방이 가득 찼다면 토스 피해가 2배로 증가합니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,skipping stones,skipping stones,물수제비, WARNING: ENGLISH PLACEHOLDER #####################################################
,spicy treat,spicy treat,매콤한 간식, WARNING: ENGLISH PLACEHOLDER #####################################################
,quills,quills,깃털, WARNING: ENGLISH PLACEHOLDER #####################################################
,moldy treat,moldy treat,상한 간식, WARNING: ENGLISH PLACEHOLDER #####################################################
,kibble,kibble,사료, WARNING: ENGLISH PLACEHOLDER #####################################################
,rubber boot,rubber boot,고무장화, WARNING: ENGLISH PLACEHOLDER #####################################################
,slimy pate,slimy pate,끈적한 반죽, WARNING: ENGLISH PLACEHOLDER #####################################################
,red fishy,red fishy,빨간색 물고기, WARNING: ENGLISH PLACEHOLDER #####################################################
,red fishy2,She loves her little fishy,자신의 물고기를 사랑합니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,scrunchy,scrunchy,스크런치, WARNING: ENGLISH PLACEHOLDER #####################################################
,scrunchy2,playing?,노는 걸까요?, WARNING: ENGLISH PLACEHOLDER #####################################################
,fuzzy sock,fuzzy sock,털양말, WARNING: ENGLISH PLACEHOLDER #####################################################
,fuzzy sock2,I caught it myself,제가 찾았어요, WARNING: ENGLISH PLACEHOLDER #####################################################
,refreshing herb,refreshing herb,산뜻한 약초, WARNING: ENGLISH PLACEHOLDER #####################################################
,tennis ball,tennis ball,테니스공, WARNING: ENGLISH PLACEHOLDER #####################################################
,bowtie collar,bowtie collar,나비넥타이 목걸이, WARNING: ENGLISH PLACEHOLDER #####################################################
,snail helmet,snail helmet,달팽이 투구, WARNING: ENGLISH PLACEHOLDER #####################################################
,fish bones,fish bones,물고기 뼈, WARNING: ENGLISH PLACEHOLDER #####################################################
,old bone,old bone,오래된 뼈, WARNING: ENGLISH PLACEHOLDER #####################################################
,bug helmet,bug helmet,벌레 투구, WARNING: ENGLISH PLACEHOLDER #####################################################
,magic treat,magic treat,마법 간식, WARNING: ENGLISH PLACEHOLDER #####################################################
,dry herb,dry herb,마른 약초, WARNING: ENGLISH PLACEHOLDER #####################################################
,raw steak,raw steak,스테이크 생고기, WARNING: ENGLISH PLACEHOLDER #####################################################
,cat o' nine tails,cat o' nine tails,아홉 꼬리 고양이, WARNING: ENGLISH PLACEHOLDER #####################################################
