Category,Key,English,Korean,Notes
,random_NPC_lastRunItems_n17,Have you collected more than one manastone? You have! That's amazing!,마나 스톤을 하나 넘게 수집하셨나요? 대단하군요.,
,random_NPC_lastRunItems_n18,"When you came back, I thought you were royalty! You had so many rings!",당신이 돌아왔을 때 저는 당신이 왕족인 줄 알았어요. 반지가 엄청 많았잖아요!,
,random_NPC_lastRunItems_n19,You're covered in bruises and little scuffs! I can tell that you fight up close!,멍과 상처로 뒤덮여 있잖아요! 가까이에서 싸웠다는 걸 알 수 있어요.,
,random_NPC_lastRunItems_n20,It's amazing! Satchel left the dungeon with new friends! He is so charming!,최고예요! 사첼이 새로운 친구들과 함께 던전에 모험을 갔어요. 그는 정말 매력적이에요!,
,random_NPC_lastRunItems_n21,I turned around and Satchel was carrying a pack filled with hammers! That guy is serious!,뒤돌아보니 사첼이 망치로 가득 찬 가방을 들고 있었어요. 그 녀석 진심이었어요.,
,random_NPC_lastRunItems_n22,Pochette came back with three different pets! They obey her every command!,포셰트는 세 마리의 다른 펫과 함께 돌아왔어요. 펫은 그녀의 명령에 복종하죠,
REFEND#random_NPC_lastRunItems,random_NPC_lastRunItems_n23,You've been bringing back a lot of valuable loot recently!,최근에 귀중한 전리품을 많이 가져왔군요.,
REFSTART#random_NPC_specificItemsChat,random_NPC_specificItemsChat_n6,I saw that Golden cheese peeking out of your backpack! I bought some once! So delicious!,당신 가방에서 황금 치즈를 봤어요. 나도 한번 샀는데 정말 맛있었어요.,
,random_NPC_specificItemsChat_n7,You brought back a lost spark! Those things are so mysterious! They can unlock all kinds of new stuff!,로스트 스파크를 가져왔군요. 정말 신비로운 물건이죠. 모든 종류의 새로운 아이템을 해금할 수 있거든요.,
,random_NPC_specificItemsChat_n8,You brought back a serious pouch of treasure! I've never seen so much gold in one place before!,엄청난 보물 주머니를 가져왔군요. 한 자리에 이렇게 많은 금이 모여 있는 건 처음 봐요.,
,random_NPC_specificItemsChat_n9,You found a piece of a robot! Constance keeps talking about those!,로봇 조각을 찾았다면서요! 콘스탄스가 계속 그 이야기를 했어요.,
,random_NPC_specificItemsChat_n10,I saw you with one of those funky little shields with a face on it! Shields shouldn't have faces!,방패에 얼굴이 그려져 있는 걸 봤어요. 방패에는 얼굴이 있으면 안 돼요!,
,random_NPC_specificItemsChat_n11,"You brought back a whetstone! I didn't see it, but I could see how your blades look: AMAZING!",숫돌을 가져왔군요. 직접 보진 못했지만 당신 칼날이 어떻게 생겼는지 짐작이 가네요. 분명 대단하겠죠.,
,random_NPC_specificItemsChat_n12,So you brought back an apprentice staff. It's still impressive to me. I can't do any magic!,견습생 지팡이를 다시 가져왔군요. 여전히 인상적이네요. 저는 마법을 못 쓰거든요.,
,random_NPC_specificItemsChat_n13,Did you seriously bring back a Backpack full of bricks?!,정말 벽돌로 가득 찬 가방을 가져왔어요?,
,random_NPC_specificItemsChat_n14,"Your claws are looking sharp! Just don't scratch me, okay?!",발톱이 날카로워 보이네요. 긁지 마세요. 알았죠?,
,random_NPC_specificItemsChat_n15,Aw you brought back an adorable Teddy Bear! What's on its fur though? Looks kind of dirty!,사랑스러운 테디베어를 데려왔군요! 근데 털에 뭐가 묻었네요. 더럽군요.,
,random_NPC_specificItemsChat_n16,Wooden swords are the best. I saw you smacking the heck out of some monsters! Who even needs a blade?,나무칼이 최고예요.당신이 몬스터를 때려잡는 걸 봤어요. 칼이 왜 필요할까요?,
,random_NPC_specificItemsChat_n17,Your Backpack looks a bit rough... wait... were you holding it together with Duct Tape?!,가방이 좀 거칠어 보이네요. 잠깐만요... 덕 테이프로 붙인 거예요?,
,random_NPC_specificItemsChat_n18,I hear you're a real expert with transforming items! Two items in one. Who can believe it?!,전환 아이템 전문가라고 들었어요. 두 가지 아이템이 하나로 변하다니! 믿을 수가 없네요.,
,random_NPC_specificItemsChat_n19,Wow! Look at those arms. Did someone bring back a Barbell recently?,와우! 저 팔 좀 봐. 최근에 누가 바벨을 가져왔나 봐요?,
,random_NPC_specificItemsChat_n20,You look peaceful. Been studying meditation recently?,당신 정말 평화로워 보이네요. 최근에 명상 공부를 하셨나요?,
,random_NPC_specificItemsChat_n21,All the animals have been talking about it! A real Gem of Anna!  Can't believe you found one!,모든 동물들이 안나의 진짜 보석에 대해 이야기하고 있어요. 그걸 찾았다니 정말 믿을 수가 없네요.,
,random_NPC_specificItemsChat_n22,Time seems to work differently when you're carrying a stopwatch!,스톱워치를 차고 있으면 시간이 다르게 흐르는 거 같아요.,
,random_NPC_specificItemsChat_n23,Fluffy Cotton! Nobody can ever agree about that stuff,푹신푹신한 솜! 아무도 그 물건에 동의할 수 없습니다.,
,random_NPC_specificItemsChat_n24,A miniature windmill that fits in a Backpack. What are we gonna find in the Dungeon next?,가방에 쏙 들어가는 미니어처 풍차! 다음은 던전에서 무엇을 찾을 수 있을까요?,
REFEND#random_NPC_specificItemsChat,random_NPC_specificItemsChat_n25,You've been blessed by a shield spirit! Nothing can touch you!,당신은 방패 정령의 축복을 받았어요. 아무도 당신을 건드리지 못할 거예요,
REFSTART#random_Patrol,random_Patrol_n1,The Patrol is here to keep you safe!,순찰병은 여러분을 안전하게 지켜줄 거예요,
,random_Patrol_n3,"If you have any issues, please report them to The Patrol!",무슨 문제가 있으면 순찰병에게 보고해 주세요,
,random_Patrol_n4,You look beat up! Make sure you search for the Patrol anytime you are outside of Haversack Hill!,많이 다쳤군요. 헤이버색 힐을 벗어나면 언제든지 순찰병을 찾아주세요,
REFEND#random_Patrol,random_Patrol_n5,The Patrol is proud of what you did for this humble town!,순찰병은 당신이 이 허름한 마을을 위해 한 일을 자랑스럽게 여깁니다,
REFSTART#Raven_Default,Raven_Default_n1,So boring around here,여긴 너무 지루하네요,
REFEND#Raven_Default,Raven_Default_n2,Super lame and stuff,완전 구리네요,
REFSTART#Raven_Intro,Raven_Intro_n1,"Oh I am so impressed. Another hero. It's, like, so great to meet you",정말 대단해요. 또 한명의 영웅이군요. 만나서 반가워요.,
,Raven_Intro_n2,Well thanks! It's nice to be here!,고마워요. 여기 오니 좋네요.,
,Raven_Intro_n3,Did you beat up like a million ratwolves? And we're supposed to celebrate you? Pshht..,쥐늑대 백만 마리를 때려눕혔어요? 우리가 축하해 줘야 하나요? 이런...,
REFEND#Raven_Intro,Raven_Intro_n4,So lame...,너무 구려요…,
REFSTART#Sam_Default,Sam_Default_n1,Hey kid! Sit down and get a drink!,꼬맹이! 앉아서 한잔 받어!,
,Sam_Default_n3,Kid! How's it going?,꼬맹이! 반가워요!,
,Sam_Default_n4,Hey Kid! Just between you and me...,꼬맹이! 이건 우리 둘만 아는 건데,
REFEND#Sam_Default,Sam_Default_n5,most critters don't even notice that the soup is a few weeks old!,대부분의 동물들은 수프가 몇 주 된지도 모른다고요!,
REFSTART#Sam_Intro,Sam_Intro_n1,Hey Kid!,꼬맹아!,
,Sam_Intro_n2,With all the work you had to do around here,여기서 할 일이 너무 많네요,
,Sam_Intro_n4,"You decided building a Tavern was the most important, huh?",술집을 짓는 게 가장 중요하다고 생각했죠?,
,Sam_Intro_n5,"As a bartender, I can't complain",바텐더로서 불평할 수 없어요,
REFEND#Sam_Intro,Sam_Intro_n6,"I decided to name the place too! It's ""The Chirping Sparrow!""",가게 이름도 정했어요. '지저귀는 참새'예요.,
REFSTART#Sam_MysteriousLetter,Sam_MysteriousLetter_n1,Hey Kid! I heard you found a letter in Bird script!,반가워요 꼬맹이! 버드 스크립트에서 편지를 찾았다고 들었어요,
,Sam_MysteriousLetter_n2,Let me have a look!,제가 볼게요,
,Sam_MysteriousLetter_n4,"Yup. That's Bird Script alright, or as some of you rodents say - chicken scratch.",음. 버드 스크립트가 맞아요. 치킨 스크래치라고 부르는 설치류들도 있죠., WARNING: ENGLISH TEXT CHANGED #####################################################
,Sam_MysteriousLetter_n5,That's definitely not what I'm looking for kid,내가 당신에게 찾는 건 그게 아니예요,
,Sam_MysteriousLetter_n6,It's a bounty from the Bird Kingdom!,이건 버드 왕국에서 온 현상수배예요,
,Sam_MysteriousLetter_n7,"""Wanted dead or alive!""",죽든 살든 수배해!',
,Sam_MysteriousLetter_n8,"Purse, this isn't just any bounty","퍼스, 이건 그냥 현상수배가 아니예요",
,Sam_MysteriousLetter_n9,Take this family flute and find him!,이 피리를 가지고 그를 찾으세요,
,Sam_MysteriousLetter_n10,Says here that he was last seen in the Brambles at the top of the Dungeon!,던전 꼭대기의 브램블에서 마지막으로 목겨됐다고 적혀있어요,
,Sam_MysteriousLetter_n11,You need to go to the Bramble. Purse!,브램블로 가야 해요. 퍼스!,
,Sam_MysteriousLetter_n12,We have to find Satchel before they kill him!,놈들이 그를 죽이기 전에 사첼을 찾아야 해요,
,Sam_MysteriousLetter_n13,You need to talk to Matthew about unlocking the Bramble!,매튜에게 브램블의 잠금을 해제하는 방법에 대해 이야기해야 해요,
,Sam_MysteriousLetter_n14,Hurry! To the Bramble! ,서두르세요! 브램블로 가세요!,
,Sam_MysteriousLetter_n15,"Before I came to Haversack Hill, I wasn't just a world class chef in the Bird Empire",해이버색 힐에 오기 전까지 새 제국에서 셰계구급 요리사만 한 게 아니에요, WARNING: ENGLISH TEXT CHANGED #####################################################
,Sam_MysteriousLetter_n17,Indeed I was a member of a rebel group against the evil bird emperors!,사실은 사악한 새 황제에 대항하는 반란군의 일원이었죠!, WARNING: ENGLISH TEXT CHANGED #####################################################
,Sam_MysteriousLetter_n18,"Our leader, the patriarch of the noble Robin family, was sadly killed not long ago and I was forced to flee.","고귀한 로빈 가문의 가장이셨던 우리의 지도자는 얼마 전 슬프게도 살해당했고, 저는 도망쳐야만 했어요.", WARNING: ENGLISH TEXT CHANGED #####################################################
REFEND#Sam_MysteriousLetter,Sam_MysteriousLetter_n19,I may have abandoned my kingdom - but never my loyalty to the Robin family!,나의 왕국은 버렸지만 로빈 가문에 대한 충성심은 버리지 않았어요,
REFEND#Sam_MysteriousLetter,Sam_MysteriousLetter_n21,"And this bounty is for his son, Satchel!",그리고 이 현상금은 그 아들 사첼의 거죠!, WARNING: ENGLISH PLACEHOLDER #####################################################
REFSTART#Sam_Reach25Villagers,Sam_Reach25Villagers_n1,"Listen Kid, the Tavern sees a few travelers from other parts of Orderia","꼬맹아, 잘 들어요. 술집에 오데리아 다른 지역에서 온 여행가 몇 명이 있어요.",
,Sam_Reach25Villagers_n3,But there just aren't enough animals in Haversack Hill to get by,하지만 헤이버색 힐에는 동물이 부족해요,
,Sam_Reach25Villagers_n4,"If we could get say... 25 residents, I wouldn't have to collect half-eaten sandwiches to serve again",주민이 25마리만 있어도 반쯤 먹은 샌드위치는 안 줘도 될 텐데요,
,Sam_Reach25Villagers_n5,Hey Kid! Tavern is bustling these days!,꼬맹이! 요즘 술집이 북적거려요,
,Sam_Reach25Villagers_n6,"Things are so busy, I think we could use some help!",일이 너무 바빠서 일손이 필요해요,
,Sam_Reach25Villagers_n7,C'mon kid! I'm still looking for help here!,꼬맹이 얼른 와요! 아직도 일손이 필요해요,
,Sam_Reach25Villagers_n8,A man can only serve drinks to the mayor so many times...,남자가 시장에게 술을 서빙할 수 있는 기회는 한정되어 있어요,
,Sam_Reach25Villagers_n9,This place is going to dry-out and blow away like a tumbleweed if we don't get some more patrons,손님이 더 오지 않으면 이 가게는 금방 끝장날 거예요,
,Sam_Reach25Villagers_n10,I really shouldn't be waiting tables after I clean the toliets,화장실 청소를 한 다음에는 웨이터 일을 하면 안 돼요,
,Sam_Reach25Villagers_n11,Then she can clean the toliets,그럼 그 여자가 화장실을 청소하면 되잖아요.,
,Sam_Reach25Villagers_n12,At my old Tavern there was an excellent barmaid. Her name was Patita,제가 일하던 선술집에는 훌륭한 바텐더가 있었어요. 그녀 이름은 파티타였죠.,
,Sam_Reach25Villagers_n13,I'll drop a letter in your Backpack - let me know if you run into her,당신 가방에 편지를 넣었어요. 그녀를 마주치면 제게 말해줘요.,
REFEND#Sam_Reach25Villagers,Sam_Reach25Villagers_n14,I heard she was spotted in the Bramble around here recently,최근에 브램블 근처에서 나타났다고 들었어요.,
REFSTART#Satchel_Intro,Satchel_Intro_n1,Hey man! Thanks for bringing my flute to me!,이봐요! 내 플루트를 가져다줘서 고마워요.,
,Satchel_Intro_n2,That was pretty rad of you,정말 멋있었어요,
,Satchel_Intro_n3,"If you're ever feeling tired, let me know. I'd be happy to explore in your place sometimes!",피곤하면 언제든지 말해요. 가끔은 내가 탐험을 도와줄게요,
,Satchel_Intro_n4,You have a Backpack like mine!,우리 가방이 같네요,
,Satchel_Intro_n5,It was my dad's! I had no idea it was magic when I was leaving home though!,우리 아빠 거예요! 집을 떠나기 전까지는 마법인 줄 몰랐지만요!, WARNING: ENGLISH TEXT CHANGED #####################################################
,Satchel_Intro_n6,but when I entered the dungeon it started to get all magic-y!,하지만 던전에 들아가자 마법이 발동하기 시작했어요,
,Satchel_Intro_n7,I haven't met anyone else with a Backpack like mine before!,나랑 같은 가방을 가진 사람을 본 적은 없었어요,
,Satchel_Intro_n8,Even Parcel's backpack is more like... a normal one. I don't think it's enchanted at all!,파셸의 가방은… 그냥 평범한 거 같아요. 마법이 걸려 있지 않아요.,
,Satchel_Intro_n9,Maybe there's more Backpacks down there! Or other adventurers like us!,저 아래에는 더 많은 가방이 있을지도 몰라요. 아니면 우리 같은 모험가가 있겠죠!,
,Satchel_Intro_n10,That would be SICK!,그건 정말 끔찍하네요,
,Satchel_Intro_n11,I'd rather be facing mortal danger than eating Sam's cooking anyway,샘의 요리를 먹느니 차라리 죽음의 위험에 직면하는 게 낫겠어요,
REFEND#Satchel_Intro,Satchel_Intro_n12,I hope today's stew is less chewy...,오늘 스튜는 덜 질겼으면 좋겠어요..., WARNING: ENGLISH TEXT CHANGED #####################################################
REFSTART#Satchel_ReadyToWin,Satchel_ReadyToWin_n1,My dude! You'll never believe where I just was!,내 친구! 내가 방금 어디에 갔는지 믿지 못할 거예요,
,Satchel_ReadyToWin_n2,That's right! I totally made it to the center of the Dungeon! ,맞아요! 저는 던전 중심에 도달했었어요,
,Satchel_ReadyToWin_n3,"I know my way now! If you need me in the deepest depths, I will be there my guy!",이제는 길을 잘 알아요. 던전 가장 깊은 곳에서 내가 필요하면 저는 바로 거기 있을 거예요,
,Satchel_ReadyToWin_n4,We're totally getting to the center of this place!,드디어 중심에 도착했어요!,
REFEND#Satchel_ReadyToWin,Satchel_ReadyToWin_n5,"Look at us, being heroes and stuff!",우리는 영웅이에요! 봐요!,
REFSTART#Satchel_Standard,Satchel_Standard_n1,Keep on keeping on,"계속 가죠, 퍼스!",
,Satchel_Standard_n2,My guy! How's it going?!,친구! 요즘은 좀 어때요?,
,Satchel_Standard_n3,I saw that Robot dude going into the dungeon. Wild stuff. A robot doing work for us. Who would have thought.,저 로봇이 던전으로 들어가는 걸 봤어요. 대단하네요. 로봇이 우릴 위해 일한다니 누가 생각이나 했겠어요?,
,Satchel_Standard_n4,You went into the Dungeon yourself didn't you? ,당신이 직접 던전에 들어갔었죠?,
,Satchel_Standard_n5,That bookworm frog has been doing all the adventuring recently. When's it gonna be my turn?,저 책벌레 개구리가 요즘 모험을 혼자 다하고 있어요. 내 차례는 언제일까요?,
,Satchel_Standard_n6,You're fearless. That's what I like about you.,당신은 겁이 없군요. 그게 내가 당신을 좋아하는 이유예요,
,Satchel_Standard_n7,I saw Pochette in the woods with some of her pets. Man... I've never wanted to be a pet so bad!,포셰트가 숲에서 펫들과 있는 걸 봤어요. 이런… 전 펫이 되고 싶어요!,
,Satchel_Standard_n8,Yeah. I do a bit of exploring when I'm not too busy here.,"네, 한가할 때는 탐험도 좀 해요",
,Satchel_Standard_n9,I got wrecked last time I went in there,저번에 거기 갔는데 완전 망했어요,
,Satchel_Standard_n10,Not going to stop me though,그래도 그만두지는 않을 거예요,
,Satchel_Standard_n11,"Last time I went, I just wasn't feeling the beat","지난번에 갔을 때, 그냥 비트가 안 맞아서…",
,Satchel_Standard_n12,I had to totally bail,그냥 도망쳤어야 했는데,
,Satchel_Standard_n13,I found a boatload of radical stuff last time I was down there,지난번에 갔을 때 엄청난 물건들을 잔뜩 발견했어요,
,Satchel_Standard_n14,I'm just slaying it. What can I even say?,저는 그냥 최고였어요. 설명이 더 필요한가요?,
REFEND#Satchel_Standard,Satchel_Standard_n15,Keep rockin' it!,계속 즐기세요!,
REFSTART#Satchel_WonGame,Satchel_WonGame_n1,Man! That was radical! You totally did it!,세상에! 최고예요! 당신 해냈어요!,
,Satchel_WonGame_n2,I was like the harmony to your insane Melody! ,저는 당신의 이상한 멜로디에 화음을 맞춘 것 같아요!,
,Satchel_WonGame_n3,Supporting you was such a jam! Great work Purse!,"당신을 돕는 건 정말 즐거웠어요! 퍼스, 최고였어요.",
,Satchel_WonGame_n4,Can't believe we had to fight!,우리가 싸워야 했다니 믿을 수가 없네요,
,Satchel_WonGame_n6,I had to know you had rhythm!,당신에게 리듬감이 있다는 걸 알았어야 했어요,
REFEND#Satchel_WonGame,Satchel_WonGame_n7,That girl has moves!,저 여자아이 춤을 정말 잘 추네요,
REFSTART#Sir_Wartsely_Get_Chest,Sir_Wartsely_Get_Chest_n1,I've completed all the research!,연구를 마쳤어요!,
,Sir_Wartsely_Get_Chest_n2,Wow! What a prize! And what a beautiful young rat to have done it too!,와우! 대단한 상이네요! 그리고 아름다운 꼬맹이 쥐도 해냈군요,
,Sir_Wartsely_Get_Chest_n4,May this have my greatest thoughts within!,이 안에 내 최고의 생각을 담을 수 있기를!,
REFEND#Sir_Wartsely_Get_Chest,Sir_Wartsely_Get_Chest_n5,Truly amazing times we live in!,우리는 정말 놀라운 시대에 살고 있어요,
REFSTART#Sir_Wartsely_Get_MayorStatue,Sir_Wartsely_Get_MayorStatue_n1,I've completed more research!,더 많은 연구를 완료했어요,
,Sir_Wartsely_Get_MayorStatue_n2,A flower for a beautiful young rat!,아름다운 꼬맹이 쥐에게 주는 꽃이에요!,
,Sir_Wartsely_Get_MayorStatue_n4,Keep it close to home dear Purse!,"내 사랑 퍼스, 집 근처에 두세요",
REFEND#Sir_Wartsely_Get_MayorStatue,Sir_Wartsely_Get_MayorStatue_n5,A sign of my affection!,내 애정의 표현이예요!,
REFSTART#Sir_Wartsely_Get_RarePrimrose 1,Sir_Wartsely_Get_RarePrimrose 1_n1,I've completed more research!,저는 더 많은 연구를 마쳤어요,
,Sir_Wartsely_Get_RarePrimrose 1_n2,A flower for a beautiful young rat!,장신구의 가격은 저렴하지만 효과는 엄청나요,
,Sir_Wartsely_Get_RarePrimrose 1_n4,Keep it close to home dear Purse!,"내 사랑 퍼스, 집 근처에 두세요",
REFEND#Sir_Wartsely_Get_RarePrimrose 1,Sir_Wartsely_Get_RarePrimrose 1_n5,A sign of my affection!,내 애정의 표현이예요!,
REFSTART#Sir_Wartsley_Default,Sir_Wartsley_Default_n1,"The price for accessorising is not low, but the reward is high!",장신구의 가격은 저렴하지만 효과는 엄청나요,
,Sir_Wartsley_Default_n2,The town is looking quite chic I must say. And you have researched so many accessories!,이 마을 제법 멋있네요. 당신 많은 장신구를 연구했군요,
,Sir_Wartsley_Default_n3,Excellent work! Quite quite!,잘했어요! 아주 아주 잘했어요!,
,Sir_Wartsley_Default_n4,I have a few more ideas for an enterprising young Rat such as yourself,당신처럼 열정적인 쥐를 위한 몇 가지 아이디어가 있어요,
REFEND#Sir_Wartsley_Default,Sir_Wartsley_Default_n5,Continue researching and I will formalize my plans!,계속 연구하세요. 제가 계획을 공식화할게요!,
REFSTART#Sir_Wartsley_Intro,Sir_Wartsley_Intro_n1,"Oh dear me, my lass!","오, 내사랑!",
,Sir_Wartsley_Intro_n2,This town! So shabby!,이 마을은 정말 허름하네요,
,Sir_Wartsley_Intro_n3,"When I heard of a cozy hamlet in Oakshire forest, I imagined Hometown Chic!",오크셔 숲의 아늑한 마을에 대해 들었을 때 저는 홈타운 시크를 상상했어요.,
,Sir_Wartsley_Intro_n4,Or at least Countryside Couture!,아니면 적어도 컨트리 꾸뛰르!,
,Sir_Wartsley_Intro_n5,No - this simply will not do! My eyes ache at the sparsity. The vast expanses of nothingness,안 돼요. 이건 도저히 안 되겠어요. 너무 휑하잖아요. 텅 빈 공간은 싫어요.,
,Sir_Wartsley_Intro_n6,You are lucky I have arrived! I am the illustrious Toadrick Wartsley! And I have a vision for this town!,제가 와서 다행이에요. 저는 위대한 토드릭 워트슬리예요. 그리고 이 마을에 대한 비전을 가지고 있어요.,
,Sir_Wartsley_Intro_n7,"Beautiful! Thriving! Yet understated. Together my dear, we can make this happen!","멋지고 화려하지만 과하진 않아요. 내 사랑, 함께라면 이룰 수 있어요!",
,Sir_Wartsley_Intro_n8,Allow me to offer you a new decoration as a start...,그 시작을 기념해서 새 장식품을 줄게요,
,Sir_Wartsley_Intro_n9,Place this and you can show off any item you bring back! Really show them your eye as a collector!,이걸 놓으면 가져온 물건을 마음껏 자랑할 수 있어요. 수집가의 안목을 뽐내 보세요.,
,Sir_Wartsley_Intro_n12,I have another gift for you - a place where we can research more accessories!,또 다른 선물이 있어요. 더 많은 장신구를 연구할 수 있는 곳이에요,
REFEND#Sir_Wartsley_Intro,Sir_Wartsley_Intro_n13,With this your Backpack can be a decoration in itself!,이것만 있으면 가방 자체가 장식이 될 수 있어요, WARNING: ENGLISH TEXT CHANGED #####################################################
REFSTART#Stumpy_Default,Stumpy_Default_n1,I've taken some beatings in The Dungeon. The Patrol can always drag ya' back.,던전에서 좀 맞았어요. 순찰대는 언제든지 나를 끌고 갈 수 있어요.,
,Stumpy_Default_n2,Lost my tail in the war...,전쟁에서 꼬리를 잃었어요,
,Stumpy_Default_n3,What was my name before? To be honest I hardly remember...,옛날 이름이 뭐였죠? 솔직히 기억이 잘 안 나요..., WARNING: ENGLISH TEXT CHANGED #####################################################
REFEND#Stumpy_Default,Stumpy_Default_n4,I'll keep this town safe,이 마을을 지킬 거예요,
REFSTART#Stumpy_Intro,Stumpy_Intro_n1,So you're the one who's been rebuilding Haversack,헤이버색 힐을 재건한 사람은 당신이 맞군요,
,Stumpy_Intro_n2,I hardly believed it until I saw it with my own two eyes,내 눈으로 직접 보지 않고는 믿기 어려웠어요,
,Stumpy_Intro_n3,Let me introduce myself,내 소개를 할게요,
,Stumpy_Intro_n4,"I may not have a tail, but I am still a squirrel",꼬리는 없지만 저는 여전히 다람쥐예요,
,Stumpy_Intro_n5,They call me Stumpy,다들 저를 '스텀피'라고 불러요,
,Stumpy_Intro_n6,And I oversee all Patrol activities in this sector of Orderia,저는 오데리아 이 구역의 모든 순찰 활동을 감독해요,
,Stumpy_Intro_n7,If you ever need any help. Give a holler,도움이 필요하면 언제든지 말하세요,
REFEND#Stumpy_Intro,Stumpy_Intro_n8,I'll be making sure the barracks are in order,병영이 잘 돌아가는지 확인해야 해요,
REFSTART#Stumpy_Raid,Stumpy_Raid_n1,It's horrible to see this!,정말 끔찍한 광경이네요,
,Stumpy_Raid_n2,Indeed! A violent skirmish it was!,맞아요! 격렬한 전투였어요!,
,Stumpy_Raid_n3,"But thanks to the support you have given us, the Patrol was able to beat them back!",그러나 당신의 지원 덕분에 순찰대는 그들을 물리칠 수 있었어요,
,Stumpy_Raid_n4,What happened?,무슨 일이 있었나요?,
,Stumpy_Raid_n5,It was the King's Guard! They know you've been taking from the Dungeon!,왕의 근위대였어요. 당신이 던전에서 아이템을 가져온 걸 알고 있었어요.,
,Stumpy_Raid_n6,And they want it back!,아이템을 되찾고 싶어했죠!,
,Stumpy_Raid_n7,Purse... we failed you,퍼스… 우리가 당신을 실망시켰군요,
,Stumpy_Raid_n8,We were unable to protect your father,당신 아버지를 지키지 못했어요, WARNING: ENGLISH TEXT CHANGED #####################################################
,Stumpy_Raid_n9,"When they first attacked, he came out of your house","그들이 처음 공격했을 때, 그는 당신 집에서 막 나왔어요",
,Stumpy_Raid_n10,They grabbed him before we knew it!,우리가 알기도 전에 당신 아빠는 붙잡혔어요,
,Stumpy_Raid_n11c1,What do we do now?,이제 어떻게 해야 할까요?,
,Stumpy_Raid_n11c2,I'm going after him!,저는 그를 쫓을 거예요,
,Stumpy_Raid_n12,Should I stop going to the Dungeon? I can't provoke another attack!,던전에 가는 걸 그만둬야 할까요? 다른 공격을 일으킬지도 모르잖아요,
,Stumpy_Raid_n13,Quite the contrary!,그 반대예요!,
,Stumpy_Raid_n14,They raided us because they're desperate! This is your chance!,그들이 우리를 급습한 것은 그들이 절박했기 때문이에요 이건 기회예요!,
,Stumpy_Raid_n15,You must continue to delve deeper! That's where they've taken him!,당신은 계속해서 더 깊은 곳으로 들어가야 해요. 근위대가 아빠를 데려간 곳이 바로 거기예요,
,Stumpy_Raid_n16,Soon you will rescue your father!,금방 아버지를 구해낼수 있을거예요,
,Stumpy_Raid_n17,They're going to pay for this! Where did they take my father?,그들은 대가를 치뤄야 해요. 내 아빠를 어디로 데려간 거죠?,
,Stumpy_Raid_n18,And the resources you get will only make us stronger against them!,당신이 얻은 자원은 그들에게 맞설 힘을 줄 거예요,
,Stumpy_Raid_n19,They dragged him back into the Dungeon beneath Orderia!,그들은 아빠를 오데리아 지하 던전에 데려갔어요,
,Stumpy_Raid_n20,For the patrol!,순찰대를 위해서!,
,Stumpy_Raid_n23,Purse! We're under attack!,"퍼스, 우리는 공격받고 있어요",
,Stumpy_Raid_n24,There are still King's Thugs roaming the village now!,아직도 왕의 주먹들이 마을을 어슬렁거리고 있어요, WARNING: ENGLISH TEXT CHANGED #####################################################
REFEND#Stumpy_Raid,Stumpy_Raid_n25,Come back once you've defeated them!,그들을 물리치고 돌아오세요,
REFSTART#Stumpy_raid2,Stumpy_raid2_n1,The Patrol will rebuild while you are gone,당신이 떠나 있는 동안 순찰대는 재건될 거예요,
,Stumpy_raid2_n3,You'll find your father. I believe that,당신이 아버지를 찾을수 있을거라고 믿어요.,
REFEND#Stumpy_raid2,Stumpy_raid2_n4,The defenses we laid held,우리가 쌓은 방어선이 버텼어요,
REFSTART#Tote_Intro,Tote_Intro_n1,You almost broke my glasses!,내 안경이 깨질 뻔했어요,
,Tote_Intro_n2,"For a mammal, you're pretty tough!",포유류치고는 꽤 강하군요,
,Tote_Intro_n3,My magic didn't slow you down at all!,내 마법에도 전혀 느려지지 않았어요,
,Tote_Intro_n4,So I was thinking I would join you if that's okay,괜찮다면 당신에게 합류하고 싶어요.,
,Tote_Intro_n5,Not every day you meet someone with a magic backpack!,마법 가방을 가진 사람을 만나는 일은 흔한 일이 아니죠,
,Tote_Intro_n7,Where did you get that thing anyway?,그건 어디서 구한 거예요?,
,Tote_Intro_n8,"My backpack came from a magic tree! Its called the Dreaming Tree, the first sprout of the Mother Tree, where all magic comes from!","내 가방은 마법의 나무에서 구했어요. 마법의 나무는 꿈의 나무라고 불리는데, 모든 마법이 시작되는 어머니 나무의 첫 번째 새싹이예요.",
,Tote_Intro_n9,"Yet, ever since receiving the gift - I am drawn to the Dungeon",하지만 그 선물을 받은 뒤로 저는 던전에 끌려 왔어요,
,Tote_Intro_n10,"I may be only a meager apprentice, but I see that the Backpack and the Dungeon are connected!","저는 초라한 견습생에 불과하지만, 가방과 던전이 연결되어 있다는 걸 알았어요.",
,Tote_Intro_n11,"In attuning to my Backpack, I feel I will learn the secrets of the Dungeon!",가방을 정리할 때면 던전의 비밀을 알 것 같은 느낌이 들어요,
,Tote_Intro_n12,I found it down there! ,저 아래에서 찾았어요,
,Tote_Intro_n13,Interesting. It is clear that the Backpacks are the key to the Chaos that rules the dungeon,흥미롭군요. 가방은 던전을 지배하는 혼돈의 열쇠가 분명해요,
,Tote_Intro_n14,How I do not know,어떻게 그런지는 모르겠지만,
,Tote_Intro_n15,I can't wait to get adventuring! So much to learn!,빨리 모험하고 싶어요! 배울 게 정말 많아요!,
